swing_id,session,user,level,side,pelvis_peak_vel,pelvis_peak_time_rel_hs,wrist_peak_vel,wrist_peak_time_rel_hs
36_3,36,142,college,L,805.839954173718,0.12219999999999986,1358.860942820784,0.17500000000000004
36_4,36,142,college,L,788.1917151846878,0.125,1077.059681665719,0.17769999999999975
36_5,36,142,college,L,745.2153635480216,0.11670000000000003,1216.3688203383626,0.17779999999999996
42_1,42,145,college,R,787.9552334474338,0.11670000000000003,1753.2083707921345,0.18330000000000002
42_2,42,145,college,R,804.7791773244695,0.10829999999999984,1629.8258689649917,0.17499999999999982
42_3,42,145,college,R,766.2595989215796,0.1333000000000002,1370.4444759409334,0.18889999999999985
42_4,42,145,college,R,797.9476766103778,0.12220000000000009,1797.4497703096376,0.1916
42_5,42,145,college,R,771.4221375017509,0.12220000000000009,1658.6312764128227,0.1805000000000001
43_1,43,146,college,R,706.2855374356182,0.10550000000000015,1107.1710055112444,0.14440000000000008
43_2,43,146,college,R,705.3186325175735,0.10830000000000006,1022.5666066104154,0.15559999999999996
43_3,43,146,college,R,703.0834688289435,0.12220000000000009,1066.3348058735069,0.1583000000000001
43_4,43,146,college,R,673.8363983086919,0.15000000000000013,1016.7676662099213,0.17220000000000013
45_1,45,147,college,R,709.1309193150233,0.09169999999999989,1045.9245233557774,0.1499999999999999
45_2,45,147,college,R,710.378242383401,0.11670000000000003,1017.9639969292725,0.19450000000000012
45_3,45,147,college,R,680.7998184967149,0.09170000000000011,1189.456079330372,0.18890000000000007
45_4,45,147,college,R,695.2196615451622,0.08329999999999993,857.2431332968437,0.15549999999999997
45_5,45,147,college,R,709.5779155216571,0.0915999999999999,1180.7837438968875,0.18330000000000002
47_1,47,149,college,R,843.591931473654,0.11949999999999994,892.778057384908,0.18610000000000015
47_2,47,149,college,R,754.2723638653281,0.2472000000000001,965.5858358054917,0.3167
47_3,47,149,college,R,784.0014867037562,0.375,915.6697590876308,0.43890000000000007
47_4,47,149,college,R,772.342374945626,0.3973,1042.6680408161985,0.4861
47_5,47,149,college,R,787.2829791014982,0.2166999999999999,1024.5939314381772,0.28889999999999993
48_1,48,150,college,R,824.3191643614384,0.11390000000000011,1201.0087018891288,0.15280000000000005
48_2,48,150,college,R,765.4742656360565,0.17769999999999975,1510.6465944807276,0.24439999999999973
48_4,48,150,college,R,797.8500745562977,0.22499999999999964,1478.9199147222612,0.28329999999999966
48_5,48,150,college,R,763.0032512536037,0.18330000000000002,1472.4229558320428,0.23330000000000028
51_1,51,151,college,L,858.3364736248425,0.11389999999999989,752.9279017498952,0.13890000000000002
51_2,51,151,college,L,853.1224090432099,0.12220000000000009,676.0646705922888,0.16670000000000007
51_3,51,151,college,L,855.3236525059037,0.2278,695.9557540088379,0.2611
51_4,51,151,college,L,855.2542574175004,0.2276999999999999,720.8263244822708,0.2694
51_5,51,151,college,L,876.9262833548268,0.20279999999999998,749.1622262536065,0.27780000000000005
56_1,56,152,college,L,631.6396121287597,0.0915999999999999,1318.0624875852434,0.1499999999999999
56_2,56,152,college,L,667.8610014071866,0.09729999999999994,1678.3844415107553,0.15839999999999987
56_3,56,152,college,L,668.6067995486211,0.10280000000000022,1665.863314916185,0.15560000000000018
56_4,56,152,college,L,681.5757512652721,0.11119999999999997,1699.5146097307725,0.1584000000000001
56_5,56,152,college,L,678.9792540680533,0.1028,1808.4494420227427,0.16669999999999985
59_1,59,157,college,R,810.0940044441755,0.16670000000000007,1067.9097337718251,0.14450000000000007
59_2,59,157,college,R,791.8204386334758,0.11109999999999998,1325.8675687745929,0.1721999999999999
59_3,59,157,college,R,769.5071789530036,0.18330000000000002,1168.0651255203366,0.2611000000000001
59_4,59,157,college,R,793.7506413333787,0.16670000000000007,1298.7035464973405,0.23340000000000005
59_5,59,157,college,R,759.0589838871483,0.19999999999999996,1053.4270055385375,0.2749999999999999
67_1,67,162,high_school,R,671.7329677847366,0.09440000000000004,1020.3512805850885,0.14159999999999995
67_2,67,162,high_school,R,679.1912708827979,0.10000000000000009,1374.1166418633063,0.16660000000000008
67_3,67,162,high_school,R,663.1896931890528,0.09170000000000011,1068.6812046549194,0.16389999999999993
67_4,67,162,high_school,R,676.0395993228577,0.08339999999999992,874.314539405642,0.15280000000000005
67_5,67,162,high_school,R,687.3027603021394,0.08340000000000014,1142.7669565675847,0.16110000000000002
68_1,68,163,college,R,597.7693110867519,0.10270000000000001,1135.5926544697047,0.16660000000000008
68_2,68,163,college,R,609.1163743294052,0.09170000000000011,1042.8052301963296,0.16389999999999993
68_3,68,163,college,R,592.1925698385365,0.10559999999999992,1209.00347488329,0.17779999999999996
68_4,68,163,college,R,627.3315835105387,0.10000000000000009,1332.1274010184986,0.1721999999999999
68_5,68,163,college,R,613.7243400813268,0.10840000000000005,1172.6765222256904,0.18059999999999987
69_1,69,164,college,R,667.4598479269596,0.08889999999999998,709.0298561476378,0.09450000000000003
69_2,69,164,college,R,637.4742671061241,0.0915999999999999,672.0907395043322,0.12769999999999992
69_3,69,164,college,R,652.9464421547145,0.08610000000000007,816.4420237226584,0.15559999999999996
69_4,69,164,college,R,640.4264454640595,0.09719999999999995,730.0532700269001,0.11939999999999995
69_5,69,164,college,R,621.8243038199375,0.0889000000000002,652.4525566882392,0.1361000000000001
72_1,72,8,college,R,630.2120965056606,0.28889999999999993,750.0065956476516,0.36949999999999994
72_3,72,8,college,R,652.8967097713465,0.13060000000000005,603.1255462581071,0.18890000000000007
72_4,72,8,college,R,614.5225054766831,0.22499999999999987,727.7230608303479,0.26939999999999986
72_5,72,8,college,R,636.4057562748155,0.10550000000000015,656.1797377751313,0.1472
73_1,73,167,high_school,R,757.4363671627208,0.09169999999999989,1242.723536901949,0.14170000000000016
73_2,73,167,high_school,R,762.4420895718966,0.08889999999999998,1172.7256628813277,0.1499999999999999
73_3,73,167,high_school,R,738.8951174520103,0.09719999999999995,1228.6329933688457,0.17500000000000004
73_4,73,167,high_school,R,816.4731982552765,0.09450000000000003,1400.310094855593,0.14719999999999978
73_5,73,167,high_school,R,822.4264796998817,0.0944999999999998,1313.395594217207,0.14449999999999985
81_1,81,176,college,R,789.3588341418686,0.19730000000000003,1376.455864424203,0.30279999999999996
81_2,81,176,college,R,800.2541025161695,0.07780000000000009,1277.8566147862248,0.1473
